# StarID X Y Z
16262 32.04483 41.83045 88.98039
16281 76.15074 99.60817 25.13689
16298 46.62962 61.10772 -83.51915
16306 62.28664 81.65615 -7.67389
16337 49.51612 65.12455 42.99615
16353 57.11 75.17835 114.45397
16362 57.65458 75.98764 112.49844
16366 71.73246 94.56024 55.9917
16383 56.57424 74.72944 108.6236
16385 61.11653 80.74066 87.28508
16403 65.03037 86.12981 79.81172
16408 40.0743 53.12902 -31.90463
16456 88.18102 117.4749 32.19747
16523 30.152 40.46308 -137.67076
16550 25.0109 33.67221 35.07075
16555 83.72913 112.77427 -18.27983
16558 23.25566 31.32854 55.66963
16620 26.6786 36.1901 -99.87559
16641 31.97849 43.4694 -103.9195
16663 68.32201 93.14463 57.86668
16754 55.88395 77.05126 54.9174
16794 34.10715 47.23127 32.59185
16818 71.99282 99.9742 52.83112
16827 67.04992 93.2042 -84.31682
16835 69.74832 97.02199 -68.51642
16883 41.45455 58.00837 19.67983
16920 66.98345 94.06532 40.57651
16931 59.77404 84.04331 102.42103
16939 58.89579 82.85741 100.95155
16959 67.72228 95.54014 48.89053
16966 65.36556 92.31421 -59.99932
16985 81.6835 115.58061 54.09036
16993 76.26877 108.02962 60.83178
17002 68.76369 97.49664 47.82394
17040 67.3711 95.8618 -84.9405
17057 37.1112 52.87873 97.17122
17060 62.67339 89.32923 -12.96802
17101 59.62489 85.3606 13.8659
17106 44.84958 64.26629 30.72136
17181 69.21967 100.12754 -43.30684
17185 43.73109 63.2667 -68.65156
17214 42.26439 61.35703 -82.09766
17231 30.54501 44.4212 121.75476
17283 62.14037 90.83668 40.3846
17291 17.92459 26.22715 139.48993
17295 78.89333 115.4597 21.23531
17306 64.76788 94.91493 15.95085
17320 69.76129 102.48133 81.51065
17346 18.04434 26.60406 -112.17073
17353 23.66543 34.94187 -7.81066
17359 54.14038 80.03422 42.314
17361 50.68779 74.94986 42.3473
17386 56.12131 83.22558 79.4883
17411 38.88812 57.9097 26.67715
17418 45.59698 67.93438 60.45415
17505 58.76665 88.33273 58.01042
17507 56.12931 84.41538 91.29895
17510 46.03065 69.23773 32.32704
17530 52.49266 79.16761 40.60905
17533 27.68166 41.76013 71.72274
17541 58.66321 88.61822 50.46054
17546 54.50271 82.3822 45.07469
17576 48.45419 73.52447 -49.49123
17616 70.71373 107.7895 21.64333
17650 59.93846 91.72591 48.33538
17652 51.03488 78.12438 39.46112
17662 55.04182 84.34602 45.4509
17675 41.66706 63.95395 -33.78458
17676 41.82103 64.19481 96.41896
17678 24.5319 37.66166 -122.74864
17687 64.75366 99.50301 56.33526
17702 58.81393 90.5492 -5.3968
