exoplanet_name,distance_ly,star_brightness,planet_type,discovery_year,mass_multiplier,mass_unit,radius_multiplier,radius_unit,orbit_radius_au,orbit_period_days,eccentricity,detection_method,mass_earth_multiplier,radius_earth_multiplier,mass_earth_kg,radius_earth_m,exoplanet_volume_m3,exoplanet_density_kg_m3
HD 153557 c,59.0,7.83,Neptune-like,2022,17.30766,Earth,0.387,Jupiter,0.111312,0.041889116,0.51,Radial velocity,17.30766,4.337883,1.0336134552e+26,27636652.593,8.841886324298773e+22,1168.9965435989395
HD 153557 d,59.0,7.83,Gas giant,2022,27.31185,Jupiter,1.06,Jupiter,21.34978,111.4,0.15,Radial velocity,8679.70593,11.88154,5.183520381396e+28,75697291.33999999,1.8168941552283414e+24,28529.567154364875
HD 153950 b,158.0,7.39,Gas giant,2008,2.95,Jupiter,1.17,Jupiter,1.28,1.3672826,0.34,Radial velocity,937.5100000000001,13.114529999999998,5.598809720000001e+27,83552670.63,2.443259619213957e+24,2291.5328669825294
HD 154088 b,60.0,6.59,Neptune-like,2021,6.6,Earth,0.219,Jupiter,0.134,0.050924025,0.344,Radial velocity,6.6,2.454771,3.94152e+25,15639346.041000001,1.6023020065876974e+22,2459.91079321804
HD 154345 b,60.0,6.76,Gas giant,2006,0.82,Jupiter,1.24,Jupiter,4.21,9.2,0.04,Radial velocity,260.596,13.89916,1.556279312e+27,88551548.36,2.9085537069343164e+24,535.069821227525
HD 154672 b,206.0,8.21,Gas giant,2008,5.37,Jupiter,1.14,Jupiter,0.6,0.44873372,0.61,Radial velocity,1706.586,12.778259999999998,1.0191731592e+28,81410294.45999998,2.2600944356025584e+24,4509.427319253944
HD 154857 b,207.0,7.24,Gas giant,2004,2.45,Jupiter,1.18,Jupiter,1.29,1.1186858,0.46,Radial velocity,778.6100000000001,13.226619999999999,4.649858920000001e+27,84266796.02,2.5064442775354255e+24,1855.1614977741235
HD 154857 c,207.0,7.24,Gas giant,2014,2.58,Jupiter,1.18,Jupiter,5.36,9.5,0.06,Radial velocity,819.9240000000001,13.226619999999999,4.8965861280000006e+27,84266796.02,2.5064442775354255e+24,1953.5986384723421
HD 155193 b,189.0,7.0092,Gas giant,2021,0.75,Jupiter,1.25,Jupiter,1.04,0.96564,0.21,Radial velocity,238.35000000000002,14.01125,1.4234262000000003e+27,89265673.75,2.97949095304375e+24,477.74140698291933
HD 155233 b,242.0,6.81,Gas giant,2015,2.6,Jupiter,1.18,Jupiter,2.0,2.2,0.04,Radial velocity,826.2800000000001,13.226619999999999,4.934544160000001e+27,84266796.02,2.5064442775354255e+24,1968.742813964376
HD 155358 b,142.0,7.28,Gas giant,2007,0.99,Jupiter,1.23,Jupiter,0.63,0.5319644,0.17,Radial velocity,314.622,13.78707,1.8789225840000003e+27,87837422.97,2.838751432354644e+24,661.8834472736842
HD 155358 c,142.0,7.28,Gas giant,2007,0.82,Jupiter,1.24,Jupiter,1.02,1.0729637,0.16,Radial velocity,260.596,13.89916,1.556279312e+27,88551548.36,2.9085537069343164e+24,535.069821227525
HD 155918 b,90.0,7.0,Neptune-like,2022,7.50192,Earth,0.236,Jupiter,0.030046,0.005201916,-0.08,Radial velocity,7.50192,2.6453239999999996,4.480146624000001e+25,16853359.203999996,2.0051554220283395e+22,2234.313896459983
HD 155918 c,90.0,7.0,Gas giant,2022,5.8203,Jupiter,1.14,Jupiter,13.125939,47.1,0.07,Radial velocity,1849.6913399999999,12.778259999999998,1.104635668248e+28,81410294.45999998,2.2600944356025584e+24,4887.56421345507
HD 156098 b,157.0,5.53,Neptune-like,2022,17.14419,Earth,0.384,Jupiter,0.166479,0.05995893,0.11,Radial velocity,17.14419,4.304256,1.0238510268e+26,27422414.975999996,8.637850936384272e+22,1185.3075890524397
HD 156098 c,157.0,5.53,Gas giant,2022,5.22768,Jupiter,1.14,Jupiter,8.301568,21.5,0.39,Radial velocity,1661.3567040000003,12.778259999999998,9.921622236288002e+27,81410294.45999998,2.2600944356025584e+24,4389.914899128019
HD 156279 b,118.0,8.07,Gas giant,2011,9.42403,Jupiter,1.12,Jupiter,0.501896,0.36522928,0.65,Radial velocity,2994.9567340000003,12.55408,1.7885881615448004e+28,79982043.68,2.1432167760270598e+24,8345.344164673606
HD 156279 c,118.0,8.07,Gas giant,2018,10.09039,Jupiter,1.11,Jupiter,5.484633,13.2,0.26,Radial velocity,3206.725942,12.44199,1.9150567325624e+28,79267918.29,2.0863202261003151e+24,9179.112144936467
HD 156411 b,185.0,6.67,Gas giant,2009,0.74,Jupiter,1.25,Jupiter,1.88,2.3,0.22,Radial velocity,235.172,14.01125,1.4044471840000001e+27,89265673.75,2.97949095304375e+24,471.37152155648033
HD 156668 b,79.0,8.43,Super earth,2010,4.15,Earth,1.87,Earth,0.05,0.012594113,0.0,Radial velocity,4.15,1.87,2.4783800000000004e+25,11913770.0,7.083309920258502e+21,3498.9009769454688
HD 156668 c,79.0,8.43,Neptune-like,2021,31.4968,Earth,0.55,Jupiter,1.57,2.2,0.09,Radial velocity,31.4968,6.16495,1.8809888960000002e+26,39276896.45,2.538049573440789e+23,741.1159008411238
HD 156846 b,156.0,6.5,Gas giant,2007,10.67,Jupiter,1.11,Jupiter,1.12,0.98425734,0.85,Radial velocity,3390.926,12.44199,2.0250610072e+28,79267918.29,2.0863202261003151e+24,9706.376719479833
HD 158038 b,309.0,7.47,Gas giant,2011,1.53,Jupiter,1.21,Jupiter,1.5,1.4,0.29,Radial velocity,486.23400000000004,13.56289,2.9037894480000006e+27,86409172.19,2.702515185799751e+24,1074.4766442970742
HD 158259 b,88.0,6.47915,Super earth,2020,2.22,Earth,1.292,Earth,,0.006023272,0.0,Radial velocity,2.22,1.292,1.3257840000000002e+25,8231332.0,2.33614053760736e+21,5675.103781889116
HD 158259 c,88.0,6.47915,Neptune-like,2020,5.6,Earth,2.23,Earth,,0.009308693,0.0,Radial velocity,5.6,2.23,3.34432e+25,14207330.0,1.2012295679224412e+22,2784.080653112869
HD 158259 d,88.0,6.47915,Neptune-like,2020,5.41,Earth,2.18,Earth,,0.014236824,0.0,Radial velocity,5.41,2.18,3.2308520000000004e+25,13888780.000000002,1.1222274962526722e+22,2878.9634996365894
HD 158259 e,88.0,6.47915,Neptune-like,2020,6.08,Earth,0.209,Jupiter,,0.021902807,0.0,Radial velocity,6.08,2.342681,3.6309760000000003e+25,14925220.650999999,1.392678561938429e+22,2607.18883684556
HD 158259 f,88.0,6.47915,Neptune-like,2020,6.14,Earth,0.21,Jupiter,,0.03285421,0.0,Radial velocity,6.14,2.35389,3.666808e+25,14996633.19,1.4127649646662742e+22,2595.4833901661623
HD 158996 b,925.0,5.72291,Gas giant,2018,14.0,Jupiter,1.1,Jupiter,2.1,2.2,0.13,Radial velocity,4449.2,12.3299,2.65706224e+28,78553792.9,2.030439658752631e+24,13086.14234629521
HD 159243 b,239.0,8.65,Gas giant,2013,1.13,Jupiter,1.22,Jupiter,0.11,0.034496922,0.02,Radial velocity,359.114,13.67498,2.144628808e+27,87123297.58,2.770074976308525e+24,774.2132708833711
HD 159243 c,239.0,8.65,Gas giant,2013,1.9,Jupiter,1.2,Jupiter,0.8,0.68008214,0.08,Radial velocity,603.82,13.4508,3.6060130400000007e+27,85695046.8,2.636062907832115e+24,1367.9540914164177
HD 159868 b,182.0,7.24,Gas giant,2006,2.218,Jupiter,1.19,Jupiter,2.32,3.2,0.02,Radial velocity,704.8804,13.338709999999999,4.2095457488e+27,84980921.41,2.5707089894094093e+24,1637.5038038697232
HD 159868 c,182.0,7.24,Gas giant,2012,0.768,Jupiter,1.25,Jupiter,1.032,0.9609856,0.18,Radial velocity,244.0704,14.01125,1.4575884288000002e+27,89265673.75,2.97949095304375e+24,489.20720075050934
HD 1605 b,290.0,7.52,Gas giant,2015,0.934,Jupiter,1.23,Jupiter,1.492,1.6,0.1,Radial velocity,296.82520000000005,13.78707,1.7726400944000004e+27,87837422.97,2.838751432354644e+24,624.4435755087081
HD 1605 c,290.0,7.52,Gas giant,2015,3.62,Jupiter,1.16,Jupiter,3.584,5.9,0.1,Radial velocity,1150.4360000000001,13.002439999999998,6.870403792000001e+27,82838545.24,2.3811458614487947e+24,2885.335125089625
HD 160691 b,51.0,5.12,Gas giant,2000,4.3,Jupiter,,,1.5,1.8,0.13,Radial velocity,1366.54,,8.160976880000001e+27,,,
HD 160691 c,51.0,5.12,Gas giant,2004,4.4,Jupiter,,,4.17,10.8,0.1,Radial velocity,1398.3200000000002,,8.350767040000001e+27,,,
HD 160691 d,51.0,5.12,Neptune-like,2004,10.17,Earth,0.283,Jupiter,0.09286,0.026283368,0.0,Radial velocity,10.17,3.1721469999999994,6.0735240000000005e+25,20209748.536999997,3.457572844315893e+22,1756.5859848721982
HD 160691 e,51.0,5.12,Gas giant,2006,7.0,Jupiter,,,0.934,0.84298426,0.07,Radial velocity,2224.6,,1.32853112e+28,,,
HD 161178 b,350.0,5.88375,Gas giant,2021,0.57,Jupiter,1.26,Jupiter,0.85,0.7646817,0.04,Radial velocity,181.146,14.123339999999999,1.081803912e+27,89979799.13999999,3.051572323679151e+24,354.5070531691397
HD 16141 b,123.0,6.834,Gas giant,2000,0.26,Jupiter,0.971,Jupiter,0.36,0.20670773,0.25,Radial velocity,82.628,10.883939,4.9345441600000003e+26,69341575.369,1.3965925524472937e+24,353.3274004184715
HD 16175 b,195.0,7.297,Gas giant,2009,5.1,Jupiter,1.15,Jupiter,2.12,2.7,0.6,Radial velocity,1620.78,12.890349999999998,9.67929816e+27,82124419.85,2.3200938512437312e+24,4171.942507761582
HD 162020 b,101.0,9.1,Gas giant,2002,9.84,Jupiter,1.11,Jupiter,0.08,0.022997946,0.28,Radial velocity,3127.152,12.44199,1.8675351744e+28,79267918.29,2.0863202261003151e+24,8951.335231460314
HD 163607 b,221.0,8.0,Gas giant,2010,0.7836,Jupiter,1.24,Jupiter,0.362,0.20588636,0.74,Radial velocity,249.02808,13.89916,1.48719569376e+27,88551548.36,2.9085537069343164e+24,511.31794135840073
HD 163607 c,221.0,8.0,Gas giant,2010,2.201,Jupiter,1.19,Jupiter,2.39,3.5,0.08,Radial velocity,699.4778,13.338709999999999,4.1772814216000003e+27,84980921.41,2.5707089894094093e+24,1624.9530533441214
HD 16417 b,83.0,5.78,Neptune-like,2008,22.1,Earth,0.446,Jupiter,0.14,0.047091037,0.2,Radial velocity,22.1,4.999214,1.319812e+26,31849992.394,1.3533701959545868e+23,975.2039788855283
HD 164509 b,173.0,8.1,Gas giant,2010,0.443,Jupiter,1.28,Jupiter,0.87,0.7671458,0.24,Radial velocity,140.7854,14.34752,8.407704088e+26,91408049.92,3.199204050512695e+24,262.80612162430236
HD 164595 b,92.0,7.08597,Neptune-like,2015,16.14,Earth,0.371,Jupiter,0.23,0.10951403,0.09,Radial velocity,16.14,4.158539,9.638808e+25,26494051.969,7.789933690541516e+22,1237.3414695048527
HD 164604 b,128.0,9.62,Gas giant,2009,1.99792,Jupiter,1.19,Jupiter,1.331,1.8,0.35,Radial velocity,634.938976,13.338709999999999,3.7918555646720005e+27,84980921.41,2.5707089894094093e+24,1475.023264124165
HD 164922 b,72.0,7.01227,Gas giant,2005,0.36497,Jupiter,1.19,Jupiter,2.16,3.3,0.08,Radial velocity,115.98746600000001,13.338709999999999,6.926771469520001e+26,84980921.41,2.5707089894094093e+24,269.4498481958219
HD 164922 c,72.0,7.01227,Neptune-like,2016,13.0,Earth,0.327,Jupiter,0.341,0.20725529,0.12,Radial velocity,13.0,3.665343,7.7636e+25,23351900.253,5.334027986667056e+22,1455.485426661785
HD 164922 d,72.0,7.01227,Super earth,2020,4.0,Earth,1.83,Earth,0.103,0.034223136,0.12,Radial velocity,4.0,1.83,2.3888e+25,11658930.0,6.638419508199281e+21,3598.446884909175
HD 164922 e,72.0,7.01227,Neptune-like,2021,10.52012,Earth,0.288,Jupiter,0.2292,0.11444216,0.09,Radial velocity,10.52012,3.2281919999999995,6.282615664e+25,20566811.231999997,3.644093363787115e+22,1724.0545279198907
HD 165155 b,207.0,9.36,Gas giant,2016,2.89,Jupiter,1.18,Jupiter,1.13,1.1895962,0.2,Radial velocity,918.4420000000001,13.226619999999999,5.484935624000001e+27,84266796.02,2.5064442775354255e+24,2188.333358598864
HD 1666 b,385.0,8.17,Gas giant,2015,6.43,Jupiter,1.13,Jupiter,0.94,0.7392197,0.63,Radial velocity,2043.454,12.66617,1.2203507288e+28,80696169.07,2.201138461529071e+24,5544.1797512013645
HD 166724 b,147.0,9.33,Gas giant,2012,3.53,Jupiter,1.16,Jupiter,5.42,14.1,0.73,Radial velocity,1121.834,13.002439999999998,6.699592648e+27,82838545.24,2.3811458614487947e+24,2813.6002739133633
HD 167042 b,162.0,5.98796,Gas giant,2007,1.7,Jupiter,1.2,Jupiter,1.32,1.1520876,0.09,Radial velocity,540.26,13.4508,3.2264327200000004e+27,85695046.8,2.636062907832115e+24,1223.9589238989
HD 167768 b,350.0,5.98894,Gas giant,2022,0.85,Jupiter,1.24,Jupiter,0.1512,0.056673512,0.15,Radial velocity,270.13,13.89916,1.6132163600000002e+27,88551548.36,2.9085537069343164e+24,554.6455463943857
HD 168009 b,76.0,6.295,Neptune-like,2021,9.53485,Earth,0.272,Jupiter,0.1192,0.041341547,0.12,Radial velocity,9.53485,3.048848,5.694212420000001e+25,19424210.608,3.069861230501732e+22,1854.876162942828
HD 168443 b,129.0,6.92122,Gas giant,1998,7.6231,Jupiter,1.13,Jupiter,0.292241,0.15906912,0.53,Radial velocity,2422.62118,12.66617,1.4467893686960002e+28,80696169.07,2.201138461529071e+24,6572.913944227547
HD 168443 c,129.0,6.92122,Gas giant,2000,18.03941,Jupiter,1.08,Jupiter,2.840843,4.8,0.21,Radial velocity,5732.924498,12.10572,3.4237025102056005e+28,77125542.12,1.9216898598096125e+24,17816.10332556366
HD 168746 b,136.0,7.95,Gas giant,2002,0.27,Jupiter,0.993,Jupiter,0.07,0.017522246,0.11,Radial velocity,85.80600000000001,11.130537,5.124334320000001e+26,70912651.227,1.4936876063920803e+24,343.0659997492747
HD 168863 b,130.0,9.35,Gas giant,2022,6.75311,Jupiter,1.13,Jupiter,10.932103,40.5,0.19,Radial velocity,2146.138358,12.66617,1.2816738273976e+28,80696169.07,2.201138461529071e+24,5822.776939290117
HD 16905 b,130.0,9.44,Gas giant,2022,9.07864,Jupiter,1.12,Jupiter,6.469422,18.4,0.66,Radial velocity,2885.191792,12.55408,1.7230365381824e+28,79982043.68,2.1432167760270598e+24,8039.487920472704
HD 1690 b,2455.0,9.19,Gas giant,2010,8.79,Jupiter,1.12,Jupiter,1.36,1.5,0.64,Radial velocity,2793.462,12.55408,1.6682555064e+28,79982043.68,2.1432167760270598e+24,7783.88600285451
HD 169830 b,123.0,5.9,Gas giant,2000,2.52834,Jupiter,1.18,Jupiter,0.764552,0.6179329,0.29,Radial velocity,803.5064520000001,13.226619999999999,4.7985405313440007e+27,84266796.02,2.5064442775354255e+24,1914.4812331764192
HD 169830 c,123.0,5.9,Gas giant,2003,7.11033,Jupiter,1.13,Jupiter,3.073402,5.0,0.25,Radial velocity,2259.662874,12.66617,1.3494706683528002e+28,80696169.07,2.201138461529071e+24,6130.785009387187
HD 170469 b,196.0,8.21,Gas giant,2007,0.66,Jupiter,1.25,Jupiter,2.24,3.1,0.11,Radial velocity,209.74800000000002,14.01125,1.2526150560000002e+27,89265673.75,2.97949095304375e+24,420.412438144969
HD 17092 b,745.0,7.732,Gas giant,2007,10.13,Jupiter,1.11,Jupiter,1.31,0.98535246,0.17,Radial velocity,3219.3140000000003,12.44199,1.9225743208000004e+28,79267918.29,2.0863202261003151e+24,9215.144907997257
HD 171028 b,364.0,8.292,Gas giant,2007,2.62,Jupiter,1.18,Jupiter,1.32,1.5,0.59,Radial velocity,832.6360000000001,13.226619999999999,4.972502192000001e+27,84266796.02,2.5064442775354255e+24,1983.8869894564098
HD 171238 b,146.0,8.61,Gas giant,2009,8.8,Jupiter,1.12,Jupiter,2.57,4.2,0.23,Radial velocity,2796.6400000000003,12.55408,1.6701534080000003e+28,79982043.68,2.1432167760270598e+24,7792.7413907986
HD 17156 b,255.0,8.17,Gas giant,2007,3.51,Jupiter,1.1,Jupiter,0.16278,0.05804244,0.68,Radial velocity,1115.478,12.3299,6.661634616000001e+27,78553792.9,2.030439658752631e+24,3280.8828311068705
HD 173416 b,431.0,6.04188,Gas giant,2008,2.7,Jupiter,1.18,Jupiter,1.16,0.8859685,0.21,Radial velocity,858.0600000000001,13.226619999999999,5.124334320000001e+27,84266796.02,2.5064442775354255e+24,2044.4636914245443
HD 174205 b,763.0,6.28209,Gas giant,2022,4.2,Jupiter,1.16,Jupiter,1.7,1.6,0.4,Radial velocity,1334.76,13.002439999999998,7.97118672e+27,82838545.24,2.3811458614487947e+24,3347.626388225531
HD 175167 b,232.0,8.01,Gas giant,2009,6.80125,Jupiter,1.13,Jupiter,2.306105,3.5,0.53,Radial velocity,2161.43725,12.66617,1.2908103257000001e+28,80696169.07,2.201138461529071e+24,5864.2849973341035
HD 175541 b,423.0,8.020001,Gas giant,2007,0.598,Jupiter,1.26,Jupiter,0.975,0.81697464,0.11,Radial velocity,190.0444,14.123339999999999,1.1349451568e+27,89979799.13999999,3.051572323679151e+24,371.9214347283255
HD 175607 b,132.0,8.6,Neptune-like,2015,8.98,Earth,0.263,Jupiter,,0.07939767,0.11,Radial velocity,8.98,2.9479670000000002,5.362856000000001e+25,18781497.757000003,2.775104090074875e+22,1932.488233209049
HD 17674 b,145.0,7.535,Gas giant,2017,0.87,Jupiter,1.24,Jupiter,1.42,1.7,0.13,Radial velocity,276.486,13.89916,1.6511743920000002e+27,88551548.36,2.9085537069343164e+24,567.6960298389596
HD 176986 b,91.0,8.42,Neptune-like,2017,5.74,Earth,0.202,Jupiter,0.06296,0.01779603,0.07,Radial velocity,5.74,2.264218,3.4279280000000004e+25,14425332.878,1.2573788194455262e+22,2726.2491995146174
HD 176986 c,91.0,8.42,Neptune-like,2017,9.18,Earth,0.266,Jupiter,0.11878,0.04599589,0.11,Radial velocity,9.18,2.981594,5.482296e+25,18995735.373999998,2.8711570052284366e+22,1909.4378990827129
HD 177565 b,55.0,6.15,Neptune-like,2017,15.1,Earth,0.357,Jupiter,0.246,0.12183436,0.06,Radial velocity,15.1,4.001613,9.01772e+25,25494276.423,6.940914271405407e+22,1299.212127882121
HD 177830 b,205.0,7.18,Gas giant,1999,1.69,Jupiter,1.2,Jupiter,1.14,1.1227926,0.1,Radial velocity,537.082,13.4508,3.207453704e+27,85695046.8,2.636062907832115e+24,1216.759165523024
HD 177830 c,205.0,7.18,Gas giant,2010,0.15,Jupiter,0.702,Jupiter,0.5137,0.30362767,0.3,Radial velocity,47.67,7.868717999999999,2.8468524000000003e+26,50131602.378,5.277440777502147e+23,539.4380571992771
HD 178911 B b,134.0,7.97,Gas giant,2001,8.03,Jupiter,1.12,Jupiter,0.34,0.19575633,0.11,Radial velocity,2551.9339999999997,12.55408,1.5240149847999998e+28,79982043.68,2.1432167760270598e+24,7110.876519103721
HD 179079 b,227.0,7.95,Neptune-like,2008,25.74423,Earth,0.488,Jupiter,0.1214,0.039698835,0.05,Radial velocity,25.74423,5.4699919999999995,1.5374454156000001e+26,34849319.032,1.772847984837456e+23,867.2178487660697
HD 179949 b,90.0,6.25,Gas giant,2000,0.916,Jupiter,1.24,Jupiter,0.0443,0.008487337,0.02,Radial velocity,291.1048,13.89916,1.7384778656000002e+27,88551548.36,2.9085537069343164e+24,597.7121417614793
HD 180053 b,447.0,7.93,Gas giant,2018,2.194,Jupiter,1.19,Jupiter,0.843,0.5850787,0.08,Radial velocity,697.2532,13.338709999999999,4.1639961104000004e+27,84980921.41,2.5707089894094093e+24,1619.785097245344
HD 18015 b,404.0,7.89,Gas giant,2018,3.18,Jupiter,1.17,Jupiter,3.87,6.2,0.15,Radial velocity,1010.604,13.114529999999998,6.035327088000001e+27,83552670.63,2.443259619213957e+24,2470.1947515269294
HD 180314 b,399.0,6.61519,Gas giant,2010,20.13,Jupiter,1.08,Jupiter,1.46,1.0841889,0.26,Radial velocity,6397.314,12.10572,3.8204759208e+28,77125542.12,1.9216898598096125e+24,19880.81428071076
HD 180617 b,19.0,9.12,Neptune-like,2018,12.214,Earth,0.315,Jupiter,0.343,0.2899384,0.1,Radial velocity,12.214,3.5308349999999997,7.294200800000001e+25,22494949.784999996,4.768081755748674e+22,1529.797762214478
HD 180902 b,341.0,7.78,Gas giant,2009,1.685,Jupiter,1.2,Jupiter,1.4,1.4,0.11,Radial velocity,535.493,13.4508,3.1979641960000003e+27,85695046.8,2.636062907832115e+24,1213.159286335086
HD 181234 b,156.0,8.59,Gas giant,2019,9.37932,Jupiter,1.12,Jupiter,7.420228,20.8,0.73,Radial velocity,2980.747896,12.55408,1.7801026434912e+28,79982043.68,2.1432167760270598e+24,8305.751725175582
HD 181342 b,393.0,7.55,Gas giant,2009,2.54,Jupiter,1.18,Jupiter,1.592,1.5,0.02,Radial velocity,807.212,13.226619999999999,4.820670064e+27,84266796.02,2.5064442775354255e+24,1923.3102874882745
HD 181433 b,88.0,8.4,Neptune-like,2008,6.3566,Earth,0.214,Jupiter,0.08,0.025735795,0.4,Radial velocity,6.3566,2.398726,3.7961615200000005e+25,15282283.345999999,1.4950418577774898e+22,2539.1673820044916
HD 181433 c,88.0,8.4,Gas giant,2008,0.64,Jupiter,1.26,Jupiter,1.76,2.6,0.28,Radial velocity,203.39200000000002,14.123339999999999,1.2146570240000002e+27,89979799.13999999,3.051572323679151e+24,398.04300706710427
HD 181433 d,88.0,8.4,Gas giant,2008,0.54,Jupiter,1.27,Jupiter,3.0,6.0,0.48,Radial velocity,171.61200000000002,14.23543,1.0248668640000002e+27,90693924.53,3.1248069718367317e+24,327.9776553358089
HD 18143 b,73.0,7.518,Neptune-like,2022,10.50968,Earth,0.288,Jupiter,0.087639,0.028199865,0.22,Radial velocity,10.50968,3.2281919999999995,6.276380896e+25,20566811.231999997,3.644093363787115e+22,1722.3436035890384
HD 18143 c,73.0,7.518,Gas giant,2022,9.80228,Jupiter,1.11,Jupiter,17.521435,79.4,0.19,Radial velocity,3115.164584,12.44199,1.8603762895648003e+28,79267918.29,2.0863202261003151e+24,8917.021779739718
HD 181720 b,196.0,7.84,Gas giant,2009,0.4,Jupiter,1.25,Jupiter,1.85,2.6,0.26,Radial velocity,127.12,14.01125,7.5916064e+26,89265673.75,2.97949095304375e+24,254.79541705755693
HD 183263 b,177.0,7.86,Gas giant,2004,3.46739,Jupiter,1.17,Jupiter,1.459291,1.7,0.38,Radial velocity,1101.936542,13.114529999999998,6.580765028824e+27,83552670.63,2.443259619213957e+24,2693.4366602191694
HD 183263 c,177.0,7.86,Gas giant,2008,9.31015,Jupiter,1.12,Jupiter,5.581571,12.8,0.05,Radial velocity,2958.7656700000002,12.55408,1.7669748581240003e+28,79982043.68,2.1432167760270598e+24,8244.499006766317
HD 183579 b,187.0,8.67,Neptune-like,2021,19.7,Earth,0.317,Jupiter,0.1334,0.04791239,0.28,Transit,19.7,3.5532529999999998,1.176484e+26,22637774.862999998,4.859480219780661e+22,2421.0078995919903
HD 184010 b,198.0,5.88639,Gas giant,2022,0.31,Jupiter,1.08,Jupiter,0.94,0.784668,0.0,Radial velocity,98.518,12.10572,5.8834949600000006e+26,77125542.12,1.9216898598096125e+24,306.16256468059294
HD 184010 c,198.0,5.88639,Gas giant,2022,0.3,Jupiter,1.06,Jupiter,1.334,1.3259411,0.0,Radial velocity,95.34,11.88154,5.693704800000001e+26,75697291.33999999,1.8168941552283414e+24,313.375701254564
HD 184010 d,198.0,5.88639,Gas giant,2022,0.45,Jupiter,1.28,Jupiter,1.92,2.3,0.0,Radial velocity,143.01000000000002,14.34752,8.540557200000001e+26,91408049.92,3.199204050512695e+24,266.9588142910521
HD 185269 b,170.0,6.67973,Gas giant,2006,1.01,Jupiter,1.23,Jupiter,0.077,0.018617386,0.23,Radial velocity,320.978,13.78707,1.916880616e+27,87837422.97,2.838751432354644e+24,675.2548300468898
HD 18599 b,126.0,8.99,Neptune-like,2022,24.1,Earth,0.232,Jupiter,0.048,0.011225188,0.34,Transit,24.1,2.600488,1.4392520000000001e+26,16567709.047999999,1.9049166891590353e+22,7555.459029735245
HD 187085 b,150.0,7.22,Gas giant,2006,0.836,Jupiter,1.24,Jupiter,2.1,2.8,0.25,Radial velocity,265.6808,13.89916,1.5866457376e+27,88551548.36,2.9085537069343164e+24,545.510207983184
HD 187123 b,150.0,7.83,Gas giant,1998,0.523,Jupiter,1.27,Jupiter,0.0426,0.008487337,0.01,Radial velocity,166.20940000000002,14.23543,9.926025368000001e+26,90693924.53,3.1248069718367317e+24,317.6524328530149
